Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Tkl_vs_Drib,Att_vs_Drib,Tkl%_vs_Drib,Past_vs_Drib,Press,Press_Succ,Press_Succ_%,Press_Def_3rd,Press_Mid_3rd,Press_Att_3rd,Blocks,Shot_Blocks,SoT_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Monaco,fr Ligue 1,28,1992,22.0,63,36,31,26,6,32,50,64.0,18,237,92,38.8,101,102,34,30,5,0,25,46,109,63,2
Sidnei\Sidnei,br BRA,DF,Betis,es La Liga,30,1989,7.7,12,4,8,4,0,3,10,30.0,7,64,16,25.0,36,25,3,10,4,0,6,10,22,39,0
Kaj Sierhuis\Kaj-Sierhuis,nl NED,FW,Reims,fr Ligue 1,22,1998,7.2,4,1,0,2,2,0,6,0.0,6,115,33,28.7,9,50,56,2,2,0,0,2,6,5,0
Tim Siersleben\Tim-Siersleben,de GER,DF,Wolfsburg,de Bundesliga,20,2000,0.4,2,0,2,0,0,1,2,50.0,1,4,0,0.0,3,1,0,1,0,0,1,1,3,4,0
Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,eng Premier League,30,1989,25.0,35,21,10,18,7,11,39,28.2,28,476,114,23.9,120,244,112,48,4,0,44,31,66,21,0
Luca Siligardi\Luca-Siligardi,it ITA,MF,Crotone,it Serie A,32,1988,0.5,2,2,0,1,1,1,5,20.0,4,15,5,33.3,3,8,4,1,0,0,1,0,2,0,0
Luca Siligardi\Luca-Siligardi,it ITA,FW,Parma,it Serie A,32,1988,0.4,1,1,1,0,0,0,2,0.0,2,6,1,16.7,0,4,2,0,0,0,0,0,1,0,0
Adrien Silva\Adrien-Silva,pt POR,MF,Sampdoria,it Serie A,31,1989,17.8,49,26,25,22,2,13,45,28.9,32,498,142,28.5,166,255,77,39,3,0,36,34,83,14,0
André Silva\Andre-Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,24,1995,30.7,11,4,0,5,6,3,8,37.5,5,343,102,29.7,16,106,221,12,1,0,11,4,15,14,0
Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,eng Premier League,25,1994,22.9,32,21,12,14,6,11,45,24.4,34,375,111,29.6,71,174,130,20,1,0,19,21,53,9,0
Caio Henrique Oliveira Silva\Caio-Henrique-Oliveira-Silva,br BRA,DF,Monaco,fr Ligue 1,23,1997,26.3,60,33,29,27,4,26,53,49.1,27,306,107,35.0,103,134,69,40,3,0,37,22,82,35,0
David Silva\David-Silva,es ESP,MF,Real Sociedad,es La Liga,34,1986,15.5,19,14,2,14,3,3,15,20.0,12,218,68,31.2,26,121,71,19,1,0,18,19,38,6,0
Fábio Silva\Fabio-Silva,pt POR,FW,Wolves,eng Premier League,18,2002,15.2,10,6,2,5,3,3,11,27.3,8,261,70,26.8,30,124,107,12,1,0,11,5,15,5,0
Florent da Silva\Florent-da-Silva,fr FRA,FW,Lyon,fr Ligue 1,17,2003,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
Gabriel Silva\Gabriel-Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,29,1991,3.9,7,5,6,1,0,1,3,33.3,2,47,16,34.0,26,16,5,8,1,0,7,6,13,9,0
Gastón Silva\Gaston-Silva,uy URU,DF,Huesca,es La Liga,26,1994,6.7,20,12,14,6,0,7,16,43.8,9,100,31,31.0,59,36,5,15,7,0,8,9,29,26,0
Rui Silva\Rui-Silva,pt POR,GK,Granada,es La Liga,26,1994,32.0,0,0,0,0,0,0,3,0.0,3,6,0,0.0,6,0,0,0,0,0,0,0,0,3,1
Thiago Silva\Thiago-Silva,br BRA,DF,Chelsea,eng Premier League,35,1984,21.5,23,13,16,6,1,9,18,50.0,9,102,39,38.2,47,51,4,26,13,1,13,28,51,114,1
Marco Silvestri\Marco-Silvestri,it ITA,GK,Hellas Verona,it Serie A,29,1991,34.0,0,0,0,0,0,0,1,0.0,1,3,0,0.0,3,0,0,0,0,0,0,0,0,1,0
Mohamed Simakan\Mohamed-Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,20,2000,17.9,44,30,28,12,4,10,14,71.4,4,182,71,39.0,93,72,17,34,12,0,22,24,68,62,0
Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Cagliari,it Serie A,25,1995,19.3,22,15,5,12,5,2,22,9.1,20,373,101,27.1,36,167,170,24,1,0,23,15,37,16,0
Moses Simon\Moses-Simon,ng NGA,FWMF,Nantes,fr Ligue 1,25,1995,25.8,32,17,12,14,6,11,34,32.4,23,312,77,24.7,67,137,108,34,1,0,33,18,50,17,0
Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,es La Liga,23,1997,37.0,0,0,0,0,0,0,1,0.0,1,5,2,40.0,4,1,0,0,0,0,0,0,0,2,2
Xavi Simons\Xavi-Simons,nl NED,MF,Paris S-G,fr Ligue 1,17,2003,0.0,1,1,0,0,1,0,0,,0,3,2,66.7,0,2,1,0,0,0,0,0,1,0,0
Jóan Símun Edmundsson\Joan-Simun-Edmundsson,fo FRO,MFFW,Arminia,de Bundesliga,29,1991,0.6,2,1,1,1,0,1,1,100.0,0,11,3,27.3,2,8,1,0,0,0,0,0,2,1,0
Wilfried Singo\Wilfried-Singo,ci CIV,DF,Torino,it Serie A,19,2000,20.6,27,17,17,6,4,13,30,43.3,17,190,62,32.6,79,67,44,21,3,1,18,34,61,44,1
Daley Sinkgraven\Daley-Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,25,1995,17.4,33,23,14,15,4,16,38,42.1,22,218,81,37.2,82,93,43,48,7,0,41,21,54,29,0
Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Huesca,es La Liga,31,1988,34.1,47,30,36,8,3,17,32,53.1,15,264,94,35.6,154,91,19,59,20,0,39,41,88,185,1
Tobias Sippel\Tobias-Sippel,de GER,GK,M'Gladbach,de Bundesliga,32,1988,3.8,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Salvatore Sirigu\Salvatore-Sirigu,it ITA,GK,Torino,it Serie A,33,1987,32.0,0,0,0,0,0,0,2,0.0,2,7,0,0.0,7,0,0,0,0,0,0,0,0,0,2
Issouf Sissokho\Issouf-Sissokho,ml MLI,MF,Bordeaux,fr Ligue 1,18,2002,0.9,7,4,4,3,0,4,4,100.0,0,29,6,20.7,15,12,2,2,0,0,2,1,8,0,0
Ibrahima Sissoko\Ibrahima-Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,22,1997,28.7,68,49,29,31,8,15,55,27.3,40,510,159,31.2,175,273,62,47,6,0,41,53,121,56,0
Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,eng Premier League,30,1989,17.6,25,20,21,3,1,7,21,33.3,14,242,75,31.0,135,84,23,27,5,0,22,16,41,32,0
Nelson Sissoko\Nelson-Sissoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,23,1997,5.3,14,8,9,3,2,0,5,0.0,5,54,14,25.9,28,20,6,5,2,0,3,5,19,21,1
Antonio Sivera\Antonio-Sivera,es ESP,GK,Alavés,es La Liga,23,1996,0.8,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Jacques Siwe\Jacques-Siwe,fr FRA,FW,Dijon,fr Ligue 1,19,2001,1.9,5,2,1,1,3,1,3,33.3,2,40,9,22.5,4,17,19,1,0,0,1,1,6,1,0
Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Köln,de Bundesliga,25,1995,30.9,88,51,46,35,7,31,66,47.0,35,537,168,31.3,233,240,64,77,16,1,61,84,172,50,2
Łukasz Skorupski\Lukasz-Skorupski,pl POL,GK,Bologna,it Serie A,29,1991,28.0,0,0,0,0,0,0,3,0.0,3,3,0,0.0,3,0,0,0,0,0,0,0,0,1,5
Andreas Skov Olsen\Andreas-Skov-Olsen,dk DEN,FWDF,Bologna,it Serie A,20,1999,13.1,21,10,11,7,3,8,19,42.1,11,206,42,20.4,73,78,55,23,0,0,23,4,25,20,0
Robert Skov\Robert-Skov,dk DEN,FWDF,Hoffenheim,de Bundesliga,24,1996,12.9,23,15,11,8,4,9,20,45.0,11,187,76,40.6,50,67,70,16,3,1,13,12,35,12,0
Milan Škriniar\Milan-Skriniar,sk SVK,DF,Inter,it Serie A,25,1995,30.9,55,28,36,15,4,20,34,58.8,14,239,84,35.1,149,64,26,48,19,0,29,27,82,95,2
Steven Skrzybski\Steven-Skrzybski,de GER,FWDF,Schalke 04,de Bundesliga,27,1992,4.7,7,6,2,5,0,2,11,18.2,9,113,25,22.1,29,62,22,10,1,0,9,5,12,1,0
Petar Škuletić\Petar-Skuletic,rs SRB,FWMF,Montpellier,fr Ligue 1,30,1990,2.6,6,5,1,5,0,0,5,0.0,5,68,20,29.4,3,42,23,3,2,0,1,0,6,4,0
Islam Slimani\Islam-Slimani,dz ALG,FW,Leicester City,eng Premier League,32,1988,0.2,0,0,0,0,0,0,0,,0,5,2,40.0,0,3,2,0,0,0,0,0,0,0,0
Islam Slimani\Islam-Slimani,dz ALG,FW,Lyon,fr Ligue 1,32,1988,6.4,10,5,4,3,3,3,14,21.4,11,123,22,17.9,10,48,65,2,1,0,1,1,11,4,0
William Smallbone\William-Smallbone,ie IRL,MF,Southampton,eng Premier League,20,2000,1.9,6,4,2,3,1,1,4,25.0,3,43,18,41.9,9,21,13,5,0,0,5,1,7,2,0
Chris Smalling\Chris-Smalling,eng ENG,DF,Roma,it Serie A,30,1989,12.3,11,7,6,4,1,5,12,41.7,7,110,37,33.6,56,50,4,21,10,0,11,22,33,64,1
Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MFFW,Arsenal,eng Premier League,20,2000,16.0,14,8,7,5,2,7,16,43.8,9,241,62,25.7,53,102,86,17,1,0,16,14,28,15,0
Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Brom,eng Premier League,32,1987,5.8,20,12,13,5,2,8,18,44.4,10,86,25,29.1,34,34,18,13,3,0,10,4,24,12,0
Robert Snodgrass\Robert-Snodgrass,sco SCO,FWDF,West Ham,eng Premier League,32,1987,0.1,1,1,0,0,1,0,0,,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
Cédric Soares\Cedric-Soares,pt POR,DF,Arsenal,eng Premier League,28,1991,8.3,16,10,9,5,2,6,22,27.3,16,116,35,30.2,52,43,21,14,2,0,12,8,24,21,0
Rafa Soares\Rafa-Soares,pt POR,DF,Eibar,es La Liga,25,1995,12.6,29,16,16,9,4,12,25,48.0,13,124,35,28.2,51,46,27,30,4,0,26,18,47,44,0
Rubén Sobrino\Ruben-Sobrino,es ESP,MFFW,Valencia,es La Liga,28,1992,0.5,4,3,2,1,1,1,1,100.0,0,15,5,33.3,3,8,4,1,0,0,1,1,5,0,0
Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Cádiz,es La Liga,28,1992,12.4,32,21,12,14,6,7,25,28.0,18,249,84,33.7,90,108,51,21,1,0,20,11,43,15,0
Simon Sohm\Simon-Sohm,ch SUI,MF,Parma,it Serie A,19,2001,10.0,18,11,11,6,1,7,14,50.0,7,155,31,20.0,53,78,24,10,1,0,9,3,21,9,0
Augusto Solari\Augusto-Solari,ar ARG,MF,Celta Vigo,es La Liga,28,1992,5.4,19,13,10,7,2,4,23,17.4,19,159,32,20.1,59,66,34,11,1,0,10,4,23,9,0
Roberto Soldado\Roberto-Soldado,es ESP,FW,Granada,es La Liga,35,1985,16.0,9,8,1,5,3,3,14,21.4,11,223,52,23.3,10,103,110,6,0,0,6,6,15,15,1
Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,es La Liga,23,1997,30.4,38,21,13,21,4,16,48,33.3,32,387,102,26.4,132,194,61,46,11,0,35,21,59,55,0
Yann Sommer\Yann-Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,31,1988,30.1,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,0,0,0,0,0,0,3,2
Son\Son,es ESP,DF,Levante,es La Liga,26,1994,12.3,19,12,7,10,2,7,23,30.4,16,159,43,27.0,47,63,49,23,2,0,21,15,34,23,0
Brandon Soppy\Brandon-Soppy,fr FRA,DF,Rennes,fr Ligue 1,18,2002,6.2,25,15,19,3,3,5,11,45.5,6,95,38,40.0,46,39,10,8,0,0,8,7,32,24,0
David Soria\David-Soria,es ESP,GK,Getafe,es La Liga,27,1993,28.0,0,0,0,0,0,0,1,0.0,1,4,0,0.0,4,0,0,1,0,0,1,0,0,1,0
Roberto Soriano\Roberto-Soriano,it ITA,MF,Bologna,it Serie A,29,1991,36.1,47,32,19,19,9,11,61,18.0,50,608,157,25.8,148,271,189,36,7,0,29,27,74,47,0
Alberto Soro\Alberto-Soro,es ESP,FWMF,Granada,es La Liga,21,1999,4.4,5,5,0,4,1,0,4,0.0,4,94,29,30.9,25,48,21,10,0,0,10,4,9,1,0
Borna Sosa\Borna-Sosa,hr CRO,DF,Stuttgart,de Bundesliga,22,1998,22.7,22,13,11,8,3,9,22,40.9,13,172,59,34.3,82,57,33,46,6,0,40,23,45,77,0
Hugo Sotelo\Hugo-Sotelo,es ESP,MF,Celta Vigo,es La Liga,16,2003,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
Florian Sotoca\Florian-Sotoca,fr FRA,FW,Lens,fr Ligue 1,29,1990,26.8,30,16,4,19,7,4,25,16.0,21,357,88,24.6,25,181,151,36,3,0,33,8,38,20,0
Riccardo Sottil\Riccardo-Sottil,it ITA,MFFW,Cagliari,it Serie A,21,1999,13.2,10,8,3,5,2,3,10,30.0,7,128,26,20.3,35,58,35,7,1,0,6,4,14,5,0
Cheick Souaré\Cheick-Souare,fr FRA,MF,Marseille,fr Ligue 1,17,2002,0.1,0,0,0,0,0,0,1,0.0,1,1,0,0.0,0,1,0,1,1,0,0,1,1,0,0
Tomáš Souček\Tomas-Soucek,cz CZE,MF,West Ham,eng Premier League,25,1995,38.0,83,50,41,34,8,25,86,29.1,61,603,163,27.0,221,291,91,56,21,0,35,55,138,145,1
Rayan Souici\Rayan-Souici,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1998,0.1,0,0,0,0,0,0,0,,0,1,1,100.0,0,1,0,0,0,0,0,0,0,1,0
Cebio Soukou\Cebio-Soukou,bj BEN,FWMF,Arminia,de Bundesliga,27,1992,5.1,10,6,4,4,2,4,9,44.4,5,100,25,25.0,25,41,34,3,0,0,3,1,11,5,0
Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Bologna,it Serie A,28,1992,19.5,28,16,23,5,0,6,12,50.0,6,215,78,36.3,130,79,6,46,26,0,20,32,60,102,0
Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Lille,fr Ligue 1,28,1992,1.6,2,2,1,1,0,0,0,,0,9,4,44.4,6,3,0,1,1,0,0,2,4,4,0
Boubakary Soumaré\Boubakary-Soumare,fr FRA,MF,Lille,fr Ligue 1,21,1999,21.3,47,30,18,25,4,7,24,29.2,17,277,83,30.0,87,157,33,23,6,0,17,40,87,20,0
Yaya Soumaré\Yaya-Soumare,fr FRA,FW,Lyon,fr Ligue 1,20,2000,0.0,1,0,1,0,0,0,0,,0,2,0,0.0,1,0,1,0,0,0,0,1,2,0,0
Arnaud Souquet\Arnaud-Souquet,fr FRA,DF,Montpellier,fr Ligue 1,28,1992,13.6,53,23,41,8,4,23,45,51.1,22,240,64,26.7,146,64,30,34,6,0,28,19,72,31,0
Ansou Sow\Ansou-Sow,fr FRA,MF,Lens,fr Ligue 1,20,2000,0.1,0,0,0,0,0,0,0,,0,2,0,0.0,1,1,0,2,0,0,2,0,0,0,0
Djibril Sow\Djibril-Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,23,1997,24.2,67,45,28,36,3,18,53,34.0,35,536,174,32.5,167,289,80,47,10,2,37,55,122,32,0
Saidou Sow\Saidou-Sow,gn GUI,DF,Saint-Étienne,fr Ligue 1,18,2002,11.1,30,14,23,7,0,9,18,50.0,9,125,51,40.8,81,41,3,16,9,1,7,18,48,56,2
Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,eng Premier League,24,1996,20.2,31,16,14,17,0,10,31,32.3,21,166,55,33.1,93,64,9,22,10,0,12,27,58,109,2
Leonardo Spinazzola\Leonardo-Spinazzola,it ITA,DF,Roma,it Serie A,27,1993,23.6,13,5,3,10,0,5,18,27.8,13,205,55,26.8,72,70,63,27,1,0,26,31,44,32,2
Marco Sportiello\Marco-Sportiello,it ITA,GK,Atalanta,it Serie A,28,1992,14.0,1,1,1,0,0,0,2,0.0,2,2,1,50.0,2,0,0,0,0,0,0,0,1,2,0
Mattia Sprocati\Mattia-Sprocati,it ITA,FW,Parma,it Serie A,27,1993,0.2,0,0,0,0,0,0,1,0.0,1,2,2,100.0,0,2,0,0,0,0,0,0,0,0,0
Jerry St. Juste\Jerry-St-Juste,nl NED,DF,Mainz 05,de Bundesliga,23,1996,32.0,72,45,45,21,6,16,39,41.0,23,396,131,33.1,222,145,29,70,26,1,44,61,133,146,0
Benjamin Stambouli\Benjamin-Stambouli,fr FRA,MFDF,Schalke 04,de Bundesliga,29,1990,21.7,60,45,32,22,6,23,47,48.9,24,277,101,36.5,129,125,23,49,14,0,35,61,121,68,2
Josip Stanišić\Josip-Stanisic,de GER,DF,Bayern Munich,de Bundesliga,20,2000,1.0,2,1,2,0,0,0,1,0.0,1,15,6,40.0,8,4,3,2,0,0,2,1,3,4,0
Niklas Stark\Niklas-Stark,de GER,DFMF,Hertha BSC,de Bundesliga,25,1995,31.0,66,36,34,29,3,11,35,31.4,24,430,135,31.4,210,186,34,58,18,0,40,40,106,146,0
Renato Steffen\Renato-Steffen,ch SUI,FWMF,Wolfsburg,de Bundesliga,28,1991,17.4,26,15,8,14,4,8,29,27.6,21,286,79,27.6,70,147,69,33,3,0,30,13,39,13,0
Zack Steffen\Zack-Steffen,us USA,GK,Manchester City,eng Premier League,25,1995,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Pascal Stenzel\Pascal-Stenzel,de GER,DF,Stuttgart,de Bundesliga,24,1996,14.2,33,18,17,15,1,19,48,39.6,29,186,58,31.2,95,80,11,33,4,1,29,18,51,42,1
Dale Stephens\Dale-Stephens,eng ENG,MF,Burnley,eng Premier League,31,1989,2.9,10,4,3,5,2,5,8,62.5,3,48,15,31.3,15,27,6,3,0,0,3,3,13,0,0
Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,eng Premier League,26,1994,17.1,37,19,22,14,1,17,38,44.7,21,168,57,33.9,94,65,9,41,13,0,28,25,62,84,1
Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,eng Premier League,25,1994,28.2,20,18,4,13,3,6,19,31.6,13,288,83,28.8,37,136,115,17,1,0,16,14,34,2,0
Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,eng Premier League,30,1990,30.0,53,23,29,18,6,21,58,36.2,37,417,92,22.1,195,154,68,60,14,1,46,47,100,95,2
Lars Stindl\Lars-Stindl,de GER,MFFW,M'Gladbach,de Bundesliga,31,1988,21.8,35,23,7,21,7,8,33,24.2,25,458,117,25.5,78,209,171,27,4,1,23,6,41,21,0
Kevin Stöger\Kevin-Stoger,at AUT,MFFW,Mainz 05,de Bundesliga,26,1993,6.0,14,10,5,6,3,4,16,25.0,12,97,33,34.0,29,42,26,9,0,0,9,11,25,7,0
John Stones\John-Stones,eng ENG,DF,Manchester City,eng Premier League,26,1994,21.5,20,12,13,5,2,7,14,50.0,7,130,51,39.2,67,54,9,31,14,0,17,20,40,77,0
Thomas Strakosha\Thomas-Strakosha,al ALB,GK,Lazio,it Serie A,25,1995,9.0,1,1,1,0,0,1,1,100.0,0,1,0,0.0,1,0,0,0,0,0,0,0,1,2,0
Tobias Strobl\Tobias-Strobl,de GER,MF,Augsburg,de Bundesliga,30,1990,20.5,25,14,12,12,1,12,36,33.3,24,312,99,31.7,107,174,31,34,12,0,22,28,53,30,0
Kevin Strootman\Kevin-Strootman,nl NED,MF,Marseille,fr Ligue 1,30,1990,2.6,11,6,5,6,0,5,9,55.6,4,61,22,36.1,23,35,3,6,2,0,4,3,14,9,0
Kevin Strootman\Kevin-Strootman,nl NED,MF,Genoa,it Serie A,30,1990,14.6,43,27,21,21,1,22,38,57.9,16,334,96,28.7,122,158,54,37,4,0,33,28,71,16,0
Pascal Struijk\Pascal-Struijk,nl NED,DFMF,Leeds United,eng Premier League,20,1999,23.1,56,29,37,18,1,14,29,48.3,15,382,118,30.9,204,155,23,52,23,0,29,41,97,102,1
Jens Stryger Larsen\Jens-Stryger-Larsen,dk DEN,DF,Udinese,it Serie A,29,1991,29.3,21,15,13,6,2,10,29,34.5,19,255,67,26.3,117,85,53,56,11,0,45,29,50,50,2
Stefano Sturaro\Stefano-Sturaro,it ITA,MF,Hellas Verona,it Serie A,27,1993,4.7,9,5,3,5,1,3,9,33.3,6,101,23,22.8,22,58,21,8,0,0,8,2,11,10,0
Stefano Sturaro\Stefano-Sturaro,it ITA,MF,Genoa,it Serie A,27,1993,4.9,12,7,3,7,2,3,11,27.3,8,110,27,24.5,31,58,21,10,0,0,10,2,14,2,0
Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,es La Liga,32,1988,27.0,55,33,30,20,5,25,67,37.3,42,501,148,29.5,187,225,89,58,2,0,56,34,89,86,0
Denis Suárez\Denis-Suarez,es ESP,MF,Celta Vigo,es La Liga,26,1994,31.7,66,35,24,29,13,22,103,21.4,81,674,176,26.1,222,359,93,38,2,0,36,27,93,20,0
Luis Suárez\Luis-Suarez,uy URU,FW,Atlético Madrid,es La Liga,33,1987,27.9,12,5,0,5,7,2,9,22.2,7,168,43,25.6,7,74,87,14,1,0,13,6,18,14,0
Marek Suchý\Marek-Suchy,cz CZE,DF,Augsburg,de Bundesliga,32,1988,3.4,5,3,1,4,0,1,2,50.0,1,26,10,38.5,11,15,0,5,4,1,1,1,6,12,0
Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,de Bundesliga,24,1995,16.7,33,18,18,11,4,12,24,50.0,12,159,60,37.7,69,63,27,29,11,0,18,21,54,43,1
Suso\Suso,es ESP,FW,Sevilla,es La Liga,26,1993,24.6,20,13,8,6,6,8,29,27.6,21,227,68,30.0,50,102,75,20,0,0,20,9,29,4,0
Bosko Sutalo\Bosko-Sutalo,hr CRO,DF,Atalanta,it Serie A,20,2000,2.6,7,5,1,3,3,2,4,50.0,2,25,12,48.0,9,9,7,3,1,0,2,2,9,16,0
Mattias Svanberg\Mattias-Svanberg,se SWE,MF,Bologna,it Serie A,21,1999,20.6,41,18,18,15,8,10,42,23.8,32,308,79,25.6,116,135,57,33,3,0,30,36,77,27,0
Abdoulaye Sylla\Abdoulaye-Sylla,gn GUI,DF,Nantes,fr Ligue 1,20,2000,0.1,2,0,2,0,0,1,1,100.0,0,2,0,0.0,2,0,0,0,0,0,0,1,3,1,0
Issiaga Sylla\Issiaga-Sylla,gn GUI,DF,Lens,fr Ligue 1,26,1994,12.4,36,21,15,18,3,12,21,57.1,9,165,61,37.0,47,74,44,25,3,0,22,16,52,25,0
Eddy Sylvestre\Eddy-Sylvestre,fr FRA,FWMF,Nice,fr Ligue 1,20,1999,1.1,1,1,1,0,0,0,1,0.0,1,22,6,27.3,5,11,6,1,0,0,1,0,1,0,0
Ádám Szalai\Adam-Szalai,hu HUN,FW,Mainz 05,de Bundesliga,32,1987,8.1,7,7,3,2,2,1,6,16.7,5,132,42,31.8,14,60,58,4,1,0,3,3,10,2,0
Wojciech Szczęsny\Wojciech-Szczesny,pl POL,GK,Juventus,it Serie A,30,1990,29.7,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,1,0,0,1,0,0,0,0
Frederik Sørensen\Frederik-Sorensen,dk DEN,DF,Köln,de Bundesliga,28,1992,1.1,2,2,0,2,0,0,2,0.0,2,26,9,34.6,13,9,4,3,0,0,3,0,2,3,0
Alexander Sørloth\Alexander-Sorloth,no NOR,FW,RB Leipzig,de Bundesliga,24,1995,16.0,11,7,1,6,4,5,19,26.3,14,315,106,33.7,11,116,188,18,2,0,16,5,16,13,0
Tachi\Tachi,es ESP,DF,Alavés,es La Liga,22,1997,9.4,12,7,10,2,0,3,11,27.3,8,73,20,27.4,47,23,3,15,6,0,9,9,21,46,0
Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,de Bundesliga,24,1996,24.7,35,18,23,11,1,13,23,56.5,10,212,75,35.4,107,93,12,45,16,1,29,47,82,126,0
Waniss Taibi\Waniss-Taibi,fr FRA,MF,Angers,fr Ligue 1,18,2002,0.4,0,0,0,0,0,0,2,0.0,2,16,3,18.8,1,13,2,0,0,0,0,2,2,0,0
Flavien Tait\Flavien-Tait,fr FRA,MFFW,Rennes,fr Ligue 1,27,1993,15.2,45,30,17,24,4,12,37,32.4,25,278,94,33.8,80,125,73,15,4,0,11,24,69,8,0
Adrien Tameze\Adrien-Tameze,cm CMR,MF,Hellas Verona,it Serie A,26,1994,25.6,53,41,26,24,3,12,34,35.3,22,448,142,31.7,132,232,84,50,9,0,41,35,88,55,2
Japhet Tanganga\Japhet-Tanganga,eng ENG,DF,Tottenham,eng Premier League,21,1999,5.4,4,4,4,0,0,1,3,33.3,2,76,22,28.9,40,24,12,9,4,0,5,2,6,19,0
Renato Tapia\Renato-Tapia,pe PER,MF,Celta Vigo,es La Liga,25,1995,30.0,78,49,42,30,6,23,82,28.0,59,613,171,27.9,228,325,60,77,14,0,63,46,124,107,2
Edmond Tapsoba\Edmond-Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,21,1999,29.5,64,34,45,18,1,22,52,42.3,30,383,135,35.2,205,152,26,72,26,1,46,49,113,149,2
Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,eng Premier League,24,1995,37.8,97,57,51,30,16,52,98,53.1,46,425,131,30.8,219,136,70,81,18,0,63,47,144,126,1
James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,eng Premier League,27,1992,36.0,74,42,60,10,4,30,54,55.6,24,252,104,41.3,174,68,10,70,46,2,24,57,131,236,1
Ciprian Tătărușanu\Ciprian-Tatarusanu,ro ROU,GK,Milan,it Serie A,34,1986,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1
Percy Tau\Percy-Tau,za RSA,FWMF,Brighton,eng Premier League,26,1994,1.1,1,0,1,0,0,1,2,50.0,1,30,3,10.0,9,11,10,2,0,0,2,0,1,0,0
Niklas Tauer\Niklas-Tauer,de GER,MFDF,Mainz 05,de Bundesliga,19,2001,0.8,1,0,0,1,0,0,2,0.0,2,13,3,23.1,4,7,2,4,1,0,3,0,1,5,0
Heriberto Tavares\Heriberto-Tavares,pt POR,MFFW,Brest,fr Ligue 1,23,1997,0.5,0,0,0,0,0,0,1,0.0,1,17,4,23.5,3,10,4,0,0,0,0,1,1,1,0
Sidnei Tavares\Sidnei-Tavares,pt POR,MF,Leicester City,eng Premier League,18,2001,0.9,0,0,0,0,0,0,0,,0,19,7,36.8,8,9,2,1,1,0,0,1,1,0,0
Tomás Tavares\Tomas-Tavares,pt POR,MFDF,Alavés,es La Liga,19,2001,0.7,1,1,1,0,0,1,2,50.0,1,11,1,9.1,9,0,2,0,0,0,0,1,2,2,0
Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,eng Premier League,26,1993,27.0,46,25,25,13,8,22,48,45.8,26,226,71,31.4,96,96,34,67,19,0,48,28,74,96,1
